provider_id,claim_count,total_claim_amount,average_claim_amount,total_payment_amount,average_payment_amount,missing_payment_claims,payment_date_issues,missing_payment_rate,payment_date_issue_rate,risk_score,risk_category,name,specialty,state
27,47,1103953.3698307145,23488.369570866267,769825.1662706265,21384.03239640629,11,12,0.23404255319148937,0.2553191489361702,24.46808510638298,Medium,"Morris, Costa and Cook",General Practitioner,Maine
28,40,978551.0,24463.775,644427.9595615494,20787.99869553385,9,19,0.225,0.475,35.0,Medium,Harrison Ltd,Oncologist,Washington
29,45,1200162.0,26670.266666666666,780676.4305855121,22305.040873871774,10,11,0.2222222222222222,0.24444444444444444,23.333333333333332,Medium,Carlson-Flores,Dermatologist,Florida
30,35,968893.5485675992,27682.67281621712,520745.21330480755,21697.717221033647,11,15,0.3142857142857143,0.42857142857142855,37.14285714285714,Medium,Bell-Garcia,Dermatologist,Rhode Island
31,46,1108869.0,24105.847826086956,741303.755690621,21803.05163795944,12,19,0.2608695652173913,0.41304347826086957,33.69565217391304,Medium,"James, Hurley and Bautista",Orthopedic,Arkansas
32,31,629043.0,20291.709677419356,476604.5540166975,19858.523084029064,7,11,0.22580645161290322,0.3548387096774194,29.032258064516128,Medium,Jones-Taylor,General Practitioner,Oklahoma
33,50,1257531.0,25150.62,850080.1370699119,20733.66187975395,9,21,0.18,0.42,30.0,Medium,"Cruz, Spencer and Allen",Orthopedic,South Dakota
34,35,1040047.4776830892,29715.642219516834,648779.9410102033,24953.07465423859,9,15,0.2571428571428571,0.42857142857142855,34.285714285714285,Medium,Lindsey PLC,Oncologist,Minnesota
35,39,887900.0,22766.666666666668,610164.3811375371,21040.151073708173,10,12,0.2564102564102564,0.3076923076923077,28.205128205128204,Medium,Nicholson and Sons,Orthopedic,Arkansas
36,52,1397699.2776322784,26878.8322621592,867640.224709668,22832.637492359685,14,21,0.2692307692307692,0.40384615384615385,33.65384615384615,Medium,Anderson-Anderson,Orthopedic,Tennessee
37,27,598315.0,22159.814814814814,420249.40393035626,19102.24563319801,5,8,0.18518518518518517,0.2962962962962963,24.074074074074073,Medium,"Buck, Brown and Flores",Oncologist,Illinois
38,47,1002809.2606159791,21336.36724714849,737051.299986232,19396.086841742945,9,22,0.19148936170212766,0.46808510638297873,32.97872340425532,Medium,Hunter LLC,Dermatologist,Pennsylvania
39,43,1017764.0,23668.93023255814,615668.2254657325,21988.150909490447,15,16,0.3488372093023256,0.37209302325581395,36.04651162790698,Medium,Johnson-Anderson,General Practitioner,Iowa
40,50,1174438.0,23488.76,904459.958302708,22059.998982992878,9,13,0.18,0.26,22.0,Medium,"Sanders, Harris and Garcia",Orthopedic,Nebraska
41,44,1138793.0,25881.659090909092,815788.0472229461,23993.766094792532,10,15,0.22727272727272727,0.3409090909090909,28.409090909090907,Medium,Moore-Johnson,Cardiologist,Maine
42,53,1419602.976085743,26784.961812938545,984237.2821675312,22889.239120175145,10,15,0.18867924528301888,0.2830188679245283,23.58490566037736,Medium,Davis and Sons,Dermatologist,Massachusetts
43,39,1090415.875014907,27959.38141063864,647368.7752668599,23976.621306179997,12,12,0.3076923076923077,0.3076923076923077,30.76923076923077,Medium,Mcdonald-Mora,Orthopedic,Nevada
44,38,968717.0,25492.552631578947,577349.5171087675,21383.315448472873,11,12,0.2894736842105263,0.3157894736842105,30.263157894736842,Medium,Crawford-Williams,Cardiologist,North Dakota
45,40,894759.0,22368.975,585473.0213566684,20188.724874367876,11,17,0.275,0.425,35.0,Medium,Roberts Ltd,Oncologist,Florida
46,43,1250701.0,29086.06976744186,796994.373287786,24906.074165243313,11,16,0.2558139534883721,0.37209302325581395,31.395348837209305,Medium,Berry-Tate,Orthopedic,Colorado
47,43,1031628.399199427,23991.358120916906,636887.5652295414,21229.58550765138,13,18,0.3023255813953488,0.4186046511627907,36.04651162790698,Medium,Solis PLC,General Practitioner,North Carolina
48,39,947924.0,24305.74358974359,685849.3807003928,22124.173570980412,8,15,0.20512820512820512,0.38461538461538464,29.48717948717949,Medium,Thompson-Salazar,Dermatologist,Minnesota
49,43,972937.0,22626.441860465115,606050.3877832468,20898.289233905063,14,14,0.32558139534883723,0.32558139534883723,32.55813953488372,Medium,"Patrick, Robinson and Wood",Orthopedic,Pennsylvania
50,43,1228514.2686979377,28570.099272045063,728412.3903718183,22762.887199119323,11,15,0.2558139534883721,0.3488372093023256,30.232558139534884,Medium,Sanchez LLC,General Practitioner,Rhode Island
51,35,725622.0,20732.057142857142,461785.35268435604,18471.414107374243,10,13,0.2857142857142857,0.37142857142857144,32.85714285714286,Medium,Rodriguez PLC,Orthopedic,Indiana
52,43,1106460.0,25731.627906976744,596192.3539004052,21292.584067871616,15,19,0.3488372093023256,0.4418604651162791,39.53488372093023,Medium,Galvan LLC,Cardiologist,Texas
53,45,884392.0,19653.155555555557,559623.6082433631,18052.374459463324,14,16,0.3111111111111111,0.35555555555555557,33.333333333333336,Medium,Hartman-Perez,Dermatologist,Massachusetts
54,34,838529.0,24662.617647058825,606577.1572084855,23329.89066186483,8,17,0.23529411764705882,0.5,36.76470588235294,Medium,Hogan-Rojas,General Practitioner,Connecticut
55,41,1190113.426989142,29027.156755832733,722645.4481819705,23311.143489740985,10,14,0.24390243902439024,0.34146341463414637,29.26829268292683,Medium,Huffman-Wallace,General Practitioner,Idaho
56,36,940099.0,26113.86111111111,668263.2732790803,24750.491602928898,9,15,0.25,0.4166666666666667,33.333333333333336,Medium,Lawrence and Sons,Oncologist,Nevada
57,42,1082454.0,25772.714285714286,790044.3772342557,26334.81257447519,12,18,0.2857142857142857,0.42857142857142855,35.71428571428571,Medium,Johnson-Fox,Dermatologist,Colorado
58,29,735076.0,25347.44827586207,574255.6095482485,23927.317064510353,5,12,0.1724137931034483,0.41379310344827586,29.310344827586206,Medium,Wilson-Hansen,Orthopedic,Indiana
59,38,953034.0,25079.842105263157,523718.075335976,22770.351101564174,15,13,0.39473684210526316,0.34210526315789475,36.84210526315789,Medium,Watson PLC,Cardiologist,Hawaii
60,45,1472482.1269838007,32721.82504408446,822690.9641293237,23505.456117980677,10,18,0.2222222222222222,0.4,31.11111111111111,Medium,Herrera-Gonzalez,Orthopedic,Oklahoma
61,37,1025714.3768956455,27722.010186368796,724564.767532801,24152.158917760033,7,14,0.1891891891891892,0.3783783783783784,28.37837837837838,Medium,Hardy Group,Cardiologist,Texas
62,40,975568.0,24389.2,640445.6519730667,22873.058999038098,12,11,0.3,0.275,28.75,Medium,Bell-Burton,Oncologist,Texas
63,40,986741.0,24668.525,804729.1311030221,22353.58697508395,4,21,0.1,0.525,31.25,Medium,Lee PLC,General Practitioner,Missouri
64,34,672152.0,19769.176470588234,466147.1941109677,17264.710892998803,7,13,0.20588235294117646,0.38235294117647056,29.41176470588235,Medium,"Sullivan, Gentry and Ortega",Cardiologist,Florida
65,33,876903.0,26572.81818181818,553121.3265555727,23046.72193981553,9,11,0.2727272727272727,0.3333333333333333,30.303030303030297,Medium,Smith-Simmons,General Practitioner,Mississippi
66,32,980469.3420951399,30639.666940473122,525454.4177526792,21893.9340730283,8,10,0.25,0.3125,28.125,Medium,Clark-Campos,General Practitioner,Maryland
67,43,874691.0,20341.6511627907,518577.49287402595,17285.9164291342,13,19,0.3023255813953488,0.4418604651162791,37.20930232558139,Medium,Norton-Smith,Orthopedic,North Dakota
68,44,1057399.0,24031.795454545456,623543.5125899576,21501.50043413647,15,16,0.3409090909090909,0.36363636363636365,35.22727272727273,Medium,Munoz-Colon,Cardiologist,Georgia
69,37,850513.0,22986.837837837837,570494.6910383396,22819.787641533585,12,13,0.32432432432432434,0.35135135135135137,33.78378378378379,Medium,Wallace and Sons,Cardiologist,Idaho
70,43,992417.0,23079.46511627907,570680.438181993,20381.444220785463,15,15,0.3488372093023256,0.3488372093023256,34.883720930232556,Medium,"Reeves, Banks and Johnson",General Practitioner,South Dakota
71,45,1192346.0,26496.577777777777,732962.054055064,23643.937227582708,14,10,0.3111111111111111,0.2222222222222222,26.666666666666664,Medium,Smith PLC,Cardiologist,Louisiana
72,48,1096504.6122267777,22843.846088057868,656946.1684358048,19321.946130464847,14,18,0.2916666666666667,0.375,33.333333333333336,Medium,Howell and Sons,Dermatologist,Colorado
73,35,798351.0,22810.02857142857,570327.2990251571,20368.832108041326,7,15,0.2,0.42857142857142855,31.428571428571427,Medium,"Lee, Morris and Stevens",Oncologist,New York
74,39,1068152.0,27388.51282051282,734094.9249933191,25313.6181032179,10,15,0.2564102564102564,0.38461538461538464,32.05128205128205,Medium,Frazier and Sons,Dermatologist,Texas
75,41,1044426.0,25473.80487804878,774048.9502153917,26691.343110875576,12,14,0.2926829268292683,0.34146341463414637,31.70731707317073,Medium,"Estes, Mckinney and Barber",Orthopedic,New Hampshire
76,42,1084712.0,25826.47619047619,758635.0723921438,23707.346012254493,10,10,0.23809523809523808,0.23809523809523808,23.809523809523807,Medium,Rice-Johnson,Orthopedic,Oregon
77,33,832045.0,25213.484848484848,363101.54122707713,20172.30784594873,15,11,0.45454545454545453,0.3333333333333333,39.39393939393939,Medium,Hall Ltd,Dermatologist,South Carolina
78,26,618819.9193847833,23800.766130183973,442081.6271039272,24560.09039466262,8,9,0.3076923076923077,0.34615384615384615,32.69230769230769,Medium,Johnson-Waller,Oncologist,Rhode Island
79,41,965049.0,23537.780487804877,589752.4073181701,21062.58597564893,13,12,0.3170731707317073,0.2926829268292683,30.487804878048777,Medium,"Gaines, Perry and Crane",Cardiologist,Idaho
80,41,1118971.7322016503,27291.993468332934,635454.7305444259,21181.824351480864,11,10,0.2682926829268293,0.24390243902439024,25.609756097560975,Medium,Glover Ltd,Oncologist,Idaho
81,42,1008653.0,24015.54761904762,736168.8546418828,25385.132918685613,13,8,0.30952380952380953,0.19047619047619047,25.0,Medium,"Edwards, Pham and Pineda",Oncologist,Maryland
82,29,720893.0,24858.379310344826,474070.4554417345,21548.65706553339,7,14,0.2413793103448276,0.4827586206896552,36.206896551724135,Medium,Smith PLC,Cardiologist,Hawaii
83,40,1177796.975901655,29444.924397541374,748408.8031290707,23387.77509778346,8,19,0.2,0.475,33.75,Medium,Bell Inc,Cardiologist,Maryland
84,39,1039538.0386063256,26654.8215027263,672520.3158009035,21016.259868778234,7,19,0.1794871794871795,0.48717948717948717,33.33333333333333,Medium,"Powers, Mason and Jennings",Cardiologist,Georgia
85,35,1097157.8524152285,31347.36721186367,652216.8960435061,22490.237794603658,6,15,0.17142857142857143,0.42857142857142855,30.0,Medium,"Ortega, Cole and Wood",Cardiologist,Wyoming
86,43,1011332.0,23519.3488372093,812615.0852677501,23217.57386479286,8,17,0.18604651162790697,0.3953488372093023,29.069767441860463,Medium,"Larson, Deleon and Howard",General Practitioner,South Carolina
87,46,1258795.0,27365.108695652172,840820.5672283404,23356.126867453902,10,22,0.21739130434782608,0.4782608695652174,34.78260869565217,Medium,Weaver-Roberson,Dermatologist,Rhode Island
88,35,832931.0,23798.02857142857,539946.958244658,21597.87832978632,10,12,0.2857142857142857,0.34285714285714286,31.428571428571427,Medium,"Rogers, Lane and Floyd",General Practitioner,Wisconsin
89,25,850756.914087843,34030.27656351372,499014.02510786155,26263.896058308503,6,13,0.24,0.52,38.0,Medium,"Mccarty, Green and Raymond",Dermatologist,Illinois
90,46,917329.0,19941.934782608696,644652.6656935046,17423.045018743367,9,15,0.1956521739130435,0.32608695652173914,26.086956521739133,Medium,Rodriguez Group,Dermatologist,Maine
91,33,951036.9730211049,28819.302212760755,554849.5342185191,25220.43337356905,11,11,0.3333333333333333,0.3333333333333333,33.33333333333333,Medium,Jenkins PLC,Dermatologist,Utah
92,39,1104604.0,28323.17948717949,694851.0120408186,24816.107572886376,11,16,0.28205128205128205,0.41025641025641024,34.61538461538461,Medium,Graves Inc,Oncologist,Texas
93,34,919016.0,27029.882352941175,610932.7611656972,23497.413890988355,8,19,0.23529411764705882,0.5588235294117647,39.705882352941174,Medium,"Salazar, Howard and Hernandez",Dermatologist,Maine
94,33,912393.0,27648.272727272728,616572.7846424483,25690.532693435347,9,14,0.2727272727272727,0.42424242424242425,34.848484848484844,Medium,Williams-Moore,Cardiologist,Pennsylvania
95,51,1200138.0396456416,23532.118424424345,561595.0349287494,19365.346032025842,22,11,0.43137254901960786,0.21568627450980393,32.352941176470594,Medium,"Garza, Ellis and Salazar",Oncologist,Missouri
96,53,1413630.0,26672.264150943396,1073255.2479449331,23850.116620998513,8,19,0.1509433962264151,0.3584905660377358,25.471698113207545,Medium,Jefferson LLC,Oncologist,Wisconsin
97,34,849501.0,24985.323529411766,617005.2966471345,23730.97294796671,8,18,0.23529411764705882,0.5294117647058824,38.23529411764706,Medium,"Larson, Harris and Villegas",General Practitioner,Michigan
98,48,1122830.0,23392.291666666668,671456.4821834565,18651.56894954046,12,16,0.25,0.3333333333333333,29.166666666666664,Medium,Callahan and Sons,Orthopedic,Utah
99,40,957873.0,23946.825,620984.8983351679,21413.2723563851,11,12,0.275,0.3,28.75,Medium,"Clark, Medina and Moreno",Oncologist,Washington
100,33,935422.0,28346.121212121212,580709.4266237961,24196.226109324838,9,13,0.2727272727272727,0.3939393939393939,33.33333333333333,Medium,"Rich, Mccormick and Baldwin",Cardiologist,Rhode Island
101,30,907755.0,30258.5,458782.18758511276,25487.899310284043,12,9,0.4,0.3,35.0,Medium,Scott Inc,Oncologist,West Virginia
102,41,904601.0,22063.439024390245,671443.3019783667,21659.46135414086,10,18,0.24390243902439024,0.43902439024390244,34.146341463414636,Medium,Baker-Greene,General Practitioner,Montana
103,34,927054.2798690001,27266.302349088237,517525.73350257834,22501.11884793819,11,15,0.3235294117647059,0.4411764705882353,38.23529411764706,Medium,Watkins Inc,Oncologist,Arkansas
104,31,742112.0,23939.09677419355,450511.6247107812,23711.138142672695,12,11,0.3870967741935484,0.3548387096774194,37.096774193548384,Medium,Walsh-Lozano,Orthopedic,Georgia
105,48,1015214.0,21150.291666666668,693844.7240821591,19824.134973775974,13,21,0.2708333333333333,0.4375,35.416666666666664,Medium,Johnson-Herrera,Dermatologist,Florida
106,46,1025179.0,22286.5,702488.4685302137,19513.568570283715,10,14,0.21739130434782608,0.30434782608695654,26.086956521739133,Medium,"Khan, Pugh and Gross",Oncologist,Montana
107,39,1073146.0,27516.5641025641,768942.7429722198,25631.42476574066,9,20,0.23076923076923078,0.5128205128205128,37.179487179487175,Medium,Marshall Ltd,General Practitioner,Minnesota
108,46,1279771.7120575414,27821.124175163943,817819.9408671582,21521.577391241008,8,20,0.17391304347826086,0.43478260869565216,30.434782608695652,Medium,Hernandez Inc,Orthopedic,Massachusetts
109,45,1334956.1974403926,29665.693276453167,756501.1225583204,25216.704085277346,15,12,0.3333333333333333,0.26666666666666666,30.0,Medium,Kaiser-Arroyo,Dermatologist,Vermont
110,45,1067571.0,23723.8,684436.5295803798,20740.500896375146,12,11,0.26666666666666666,0.24444444444444444,25.555555555555557,Medium,Baker-Faulkner,Oncologist,Pennsylvania
111,45,1368626.9878218938,30413.93306270875,876124.9227799946,25032.14065085699,10,16,0.2222222222222222,0.35555555555555557,28.88888888888889,Medium,"Johnson, Shepherd and Hoffman",Cardiologist,Utah
112,30,770595.705211635,25686.5235070545,513096.5532575354,23322.570602615244,8,8,0.26666666666666666,0.26666666666666666,26.666666666666668,Medium,"Miller, Hunt and Hill",Oncologist,Nebraska
113,45,1244058.134197215,27645.73631549367,798978.9693175941,24211.483918714974,12,15,0.26666666666666666,0.3333333333333333,30.0,Medium,Williams LLC,Cardiologist,Texas
114,24,563335.0,23472.291666666668,350274.5500899527,25019.61072071091,10,10,0.4166666666666667,0.4166666666666667,41.66666666666667,Medium,"Ramos, Montgomery and Byrd",General Practitioner,Oregon
115,47,1230072.384135766,26171.75285395247,781715.8057013305,22991.641344156782,13,15,0.2765957446808511,0.3191489361702128,29.787234042553195,Medium,"Cooke, Wilson and Watson",Dermatologist,Alabama
116,50,1222962.0,24459.24,806433.5990188165,20160.83997547041,10,16,0.2,0.32,26.0,Medium,Jackson-Miller,Oncologist,Colorado
117,37,971054.1645205773,26244.70714920479,658728.6698357818,24397.358142065994,10,19,0.2702702702702703,0.5135135135135135,39.189189189189186,Medium,Brown-Lopez,Dermatologist,Georgia
118,36,822723.0,22853.416666666668,512257.07052771206,22272.046544683133,13,9,0.3611111111111111,0.25,30.555555555555554,Medium,Booker Ltd,Cardiologist,Massachusetts
119,35,848303.0,24237.22857142857,567707.8210915506,21834.91619582887,9,16,0.2571428571428571,0.45714285714285713,35.714285714285715,Medium,"Buckley, Simmons and Brooks",Orthopedic,Minnesota
120,48,1136788.0,23683.083333333332,815687.4101294442,22657.983614706784,12,15,0.25,0.3125,28.125,Medium,Miller-Morton,General Practitioner,Ohio
121,31,990692.2779765619,31957.815418598773,646894.5194569246,25875.780778276985,6,11,0.1935483870967742,0.3548387096774194,27.41935483870968,Medium,"Riggs, Myers and Richardson",Oncologist,California
122,37,968435.0,26173.91891891892,565865.5908798198,22634.623635192795,12,14,0.32432432432432434,0.3783783783783784,35.13513513513514,Medium,Simmons Inc,Orthopedic,Arkansas
123,32,822215.0,25694.21875,535339.9802454512,22305.832510227134,8,11,0.25,0.34375,29.6875,Medium,"Rice, Adams and Higgins",General Practitioner,California
124,36,1061746.0,29492.944444444445,833889.0017206747,27796.300057355824,6,19,0.16666666666666666,0.5277777777777778,34.72222222222222,Medium,Chambers and Sons,Cardiologist,Colorado
125,45,1147406.1528828924,25497.91450850872,713365.8244625693,20381.880698930552,10,14,0.2222222222222222,0.3111111111111111,26.666666666666664,Medium,Miller Ltd,General Practitioner,Rhode Island
126,39,858380.0,22009.74358974359,530946.9214929782,18308.51453424063,10,14,0.2564102564102564,0.358974358974359,30.769230769230766,Medium,Spence-Morton,Dermatologist,Nebraska
127,34,862849.1394856409,25377.915867224732,550967.727293813,21191.066434377422,8,8,0.23529411764705882,0.23529411764705882,23.52941176470588,Medium,Stanley-Petty,Cardiologist,Alaska
128,35,1067022.9504987365,30486.370014249613,538110.8958813276,22421.287328388647,11,12,0.3142857142857143,0.34285714285714286,32.857142857142854,Medium,Myers-Holloway,General Practitioner,New York
129,42,1027039.0,24453.309523809523,615133.4831033915,21211.499417358325,13,10,0.30952380952380953,0.23809523809523808,27.38095238095238,Medium,"Martinez, Rodriguez and Cole",Dermatologist,Kentucky
130,43,1179428.2132032756,27428.563097750593,868687.7136313223,24819.648960894923,8,20,0.18604651162790697,0.46511627906976744,32.55813953488372,Medium,Nunez-White,Dermatologist,Missouri
131,46,1145225.0,24896.195652173912,801272.8733607616,25039.7772925238,14,20,0.30434782608695654,0.43478260869565216,36.95652173913044,Medium,Cole and Sons,Oncologist,Wisconsin
132,50,1310319.0996563246,26206.38199312649,809489.5462731061,23128.272750660177,15,16,0.3,0.32,31.0,Medium,Davis PLC,Oncologist,Hawaii
133,40,1068316.0,26707.9,791045.8167745171,23971.08535680355,7,16,0.175,0.4,28.75,Medium,"Lopez, White and Franco",General Practitioner,New York
134,40,1185487.9462543977,29637.198656359942,639959.3942581689,22855.69265207746,12,15,0.3,0.375,33.75,Medium,Morgan-Barajas,Dermatologist,Vermont
135,42,1265993.0,30142.690476190477,888684.5100669598,26929.83363839272,9,15,0.21428571428571427,0.35714285714285715,28.57142857142857,Medium,Rhodes-Kent,Orthopedic,Indiana
136,27,525416.0,19459.85185185185,304588.9998697866,16030.999993146665,8,9,0.2962962962962963,0.3333333333333333,31.481481481481477,Medium,Anderson-Petty,Dermatologist,Rhode Island
137,38,946586.0,24910.157894736843,558260.929553898,21471.574213611464,12,12,0.3157894736842105,0.3157894736842105,31.57894736842105,Medium,"Davis, Duran and Vega",Cardiologist,Alabama
138,41,1099036.0,26805.756097560974,670324.100096873,23940.14643203118,13,12,0.3170731707317073,0.2926829268292683,30.487804878048777,Medium,"Brown, Clay and Mooney",General Practitioner,North Carolina
139,41,1104727.0,26944.560975609755,810262.4925595181,26137.499759984454,10,20,0.24390243902439024,0.4878048780487805,36.58536585365854,Medium,"Keller, Lopez and Ward",General Practitioner,Washington
140,33,1018570.0,30865.757575757576,699018.256059505,30392.0980895437,10,11,0.30303030303030304,0.3333333333333333,31.818181818181817,Medium,"Myers, Sanders and Ford",Oncologist,Maine
141,37,1018500.0,27527.027027027027,812729.6883702705,23903.814363831487,3,15,0.08108108108108109,0.40540540540540543,24.324324324324323,Medium,Becker-Davis,Dermatologist,North Dakota
142,33,844462.0,25589.757575757576,520660.81557915814,22637.42676431122,10,14,0.30303030303030304,0.42424242424242425,36.36363636363636,Medium,Reyes-Strickland,Oncologist,Nebraska
143,46,1327086.0,28849.695652173912,1011842.1957530369,27347.0863717037,9,20,0.1956521739130435,0.43478260869565216,31.52173913043478,Medium,Ramirez-Parker,Dermatologist,New Hampshire
144,44,1155909.0,26270.659090909092,723492.2441887471,23338.459489959587,13,13,0.29545454545454547,0.29545454545454547,29.545454545454547,Medium,"Powell, Greene and Chapman",General Practitioner,Virginia
145,39,1063004.0,27256.51282051282,703399.6237305512,28135.98494922205,14,16,0.358974358974359,0.41025641025641024,38.46153846153846,Medium,Brown-Harris,Cardiologist,California
146,37,1017127.8232501685,27489.941168923473,569145.1265936502,22765.805063746007,12,11,0.32432432432432434,0.2972972972972973,31.08108108108108,Medium,Salazar LLC,Cardiologist,Oregon
147,52,1441665.9346066066,27724.344896280898,918502.6215120485,24824.39517600131,15,20,0.28846153846153844,0.38461538461538464,33.65384615384615,Medium,Reid-Lindsey,Cardiologist,Tennessee
148,40,1121082.0,28027.05,760954.1796044837,26239.799296706333,11,18,0.275,0.45,36.25,Medium,Baker PLC,General Practitioner,Arkansas
149,32,836015.0,26125.46875,571637.8076196021,23818.241984150085,8,10,0.25,0.3125,28.125,Medium,"Brown, Escobar and Pollard",Oncologist,Kansas
150,32,709829.0,22182.15625,548511.4842385363,24932.340192660744,10,10,0.3125,0.3125,31.25,Medium,Lee-Reyes,Dermatologist,Washington
151,41,1152212.0,28102.731707317074,843484.6589621501,25560.141180671217,8,17,0.1951219512195122,0.4146341463414634,30.487804878048777,Medium,Sanchez LLC,Oncologist,Washington
152,35,930119.0,26574.82857142857,668985.0013599065,24777.22227258913,8,14,0.22857142857142856,0.4,31.42857142857143,Medium,Baker LLC,General Practitioner,Virginia
153,42,1088909.7436232236,25926.42246721961,802220.6861020622,24309.71776066855,9,14,0.21428571428571427,0.3333333333333333,27.38095238095238,Medium,Francis-Durham,Oncologist,West Virginia
154,38,948355.2082498008,24956.716006573708,703610.9982730616,21987.843696033175,6,16,0.15789473684210525,0.42105263157894735,28.94736842105263,Medium,Wright-Sanders,Orthopedic,Mississippi
155,43,1127857.747355847,26229.249938508066,710392.1667687501,22915.876347379035,12,19,0.27906976744186046,0.4418604651162791,36.04651162790698,Medium,"Ballard, Collins and King",Dermatologist,Wisconsin
156,40,1050868.0,26271.7,669770.448620995,23095.532711068794,11,17,0.275,0.425,35.0,Medium,Pierce-Adams,General Practitioner,Nevada
